## gencode.genes
## GENCODE protein coding genes, combined with entrez id's from GENCODE, and combined with Ensembl product description and transcript type from https://www.ensembl.org/biomart
## GRCh37/hg19, date: 2018-03-27, evidence-based annotation of the human genome, version 28 (Ensembl 92), mapped to GRCh37 with gencode-backmap
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 19724 entries. Columns: 9
#chr	bp1	bp2	geneName	entrez	ensembl	ttype	strand	product
chr17	66243715	66253305	AMZ2	51321	ENSG00000196704.11_4	protein_coding	+	"archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]"
chr19	21324827	21378856	ZNF431	170959	ENSG00000196705.8_3	protein_coding	+	"zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]"
chr8	53446597	53478067	FAM150A	389658	ENSG00000196711.8_4	protein_coding	-	"ALK and LTK ligand 1 [Source:HGNC Symbol;Acc:HGNC:33775]"
chr17	29421945	29709134	NF1	4763	ENSG00000196712.17_4	protein_coding	+	"neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]"
chr7	65338254	65424550	VKORC1L1	154807	ENSG00000196715.5_3	protein_coding	+	"vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]"
chr19	58433252	58446761	ZNF418	147686	ENSG00000196724.12_4	protein_coding	-	"zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647]"
chr9	90112143	90323548	DAPK1	1612	ENSG00000196730.12_3	protein_coding	+	"death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]"
chr1	152784447	152785585	LCE1B	353132	ENSG00000196734.8_3	protein_coding	+	"late cornified envelope 1B [Source:HGNC Symbol;Acc:HGNC:16611]"
chr6	32595956	32614839	HLA-DQA1	3117	ENSG00000196735.11_3	protein_coding	+	"major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]"
chr9	116917840	117074791	COL27A1	85301	ENSG00000196739.14_3	protein_coding	+	"collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]"
chr5	150591711	150650001	GM2A	2760	ENSG00000196743.8_3	protein_coding	+	"GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]"
chr6	27775977	27776479	HIST1H2AI	8329	ENSG00000196747.4_3	protein_coding	+	"histone cluster 1 H2A family member i [Source:HGNC Symbol;Acc:HGNC:4725]"
chr6	35744371	35747329	CLPSL2	389383	ENSG00000196748.9_5	protein_coding	+	"colipase like 2 [Source:HGNC Symbol;Acc:HGNC:21250]"
chr1	153533584	153540366	S100A2	6273	ENSG00000196754.10_3	protein_coding	-	"S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]"
chr19	12035883	12061588	ZNF700	90592	ENSG00000196757.7_3	protein_coding	+	"zinc finger protein 700 [Source:HGNC Symbol;Acc:HGNC:25292]"
chrX	82763269	82767135	POU3F4	5456	ENSG00000196767.7_4	protein_coding	+	"POU class 3 homeobox 4 [Source:HGNC Symbol;Acc:HGNC:9217]"
chr1	247977962	247987421	OR14A16	284532	ENSG00000196772.4_4	protein_coding	-	"olfactory receptor family 14 subfamily A member 16 [Source:HGNC Symbol;Acc:HGNC:15022]"
chr3	107761941	107810709	CD47	961	ENSG00000196776.15_4	protein_coding	-	"CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]"
chr11	4503876	4514727	OR52K1	390036	ENSG00000196778.3_5	protein_coding	+	"olfactory receptor family 52 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15222]"
chr9	84198598	84304220	TLE1	7088	ENSG00000196781.14_3	protein_coding	-	"transducin like enhancer of split 1 [Source:HGNC Symbol;Acc:HGNC:11837]"
chr4	140637907	141075338	MAML3	55534	ENSG00000196782.12_4	protein_coding	-	"mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272]"
chr6	27100821	27103070	HIST1H2AG	8969	ENSG00000196787.3_3	protein_coding	+	"histone cluster 1 H2A family member g [Source:HGNC Symbol;Acc:HGNC:4737]"
chr14	31363005	31495607	STRN3	29966	ENSG00000196792.11_4	protein_coding	-	"striatin 3 [Source:HGNC Symbol;Acc:HGNC:15720]"
chr10	44051792	44070066	ZNF239	8187	ENSG00000196793.13_3	protein_coding	-	"zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031]"
chr5	147549296	147554961	SPINK14	408187	ENSG00000196800.6_3	protein_coding	+	"serine peptidase inhibitor, Kazal type 14 (putative) [Source:HGNC Symbol;Acc:HGNC:33825]"
chr1	153042700	153043316	SPRR2B	6701	ENSG00000196805.7_3	protein_coding	-	"small proline rich protein 2B [Source:HGNC Symbol;Acc:HGNC:11262]"
chr2	233404437	233411113	CHRNG	1146	ENSG00000196811.11_3	protein_coding	+	"cholinergic receptor nicotinic gamma subunit [Source:HGNC Symbol;Acc:HGNC:1967]"
chr6	28092338	28097860	ZSCAN16	80345	ENSG00000196812.4_3	protein_coding	+	"zinc finger and SCAN domain containing 16 [Source:HGNC Symbol;Acc:HGNC:20813]"
chr9	129089128	129269320	MVB12B	89853	ENSG00000196814.14_3	protein_coding	+	"multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]"
chr6	34555065	34664636	C6orf106	64771	ENSG00000196821.9_5	protein_coding	-	"chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:HGNC:21215]"
chr19	12572373	12662288	CTD-2192J16.17	.	ENSG00000196826.7_5	protein_coding	-	""
chr14	20659053	20669234	OR11G2	390439	ENSG00000196832.4_5	protein_coding	+	"olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346]"
chr2	131217028	131267239	POTEI	653269	ENSG00000196834.11_3	protein_coding	-	"POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]"
chr20	43248163	43280874	ADA	100	ENSG00000196839.12_3	protein_coding	-	"adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]"
chr2	97202480	97218375	ARID5A	10865	ENSG00000196843.15_3	protein_coding	+	"AT-rich interaction domain 5A [Source:HGNC Symbol;Acc:HGNC:17361]"
chr11	125646008	125648714	PATE2	399967	ENSG00000196844.8_4	protein_coding	-	"prostate and testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:32249]"
chr12	110971050	111021125	PPTC7	160760	ENSG00000196850.5_3	protein_coding	-	"PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]"
chr17	39114669	39123144	KRT39	390792	ENSG00000196859.7_3	protein_coding	-	"keratin 39 [Source:HGNC Symbol;Acc:HGNC:32971]"
chr14	58862634	58875419	TOMM20L	387990	ENSG00000196860.7_3	protein_coding	+	"translocase of outer mitochondrial membrane 20 like [Source:HGNC Symbol;Acc:HGNC:33752]"
chr2	108443393	108507297	RGPD4	285190	ENSG00000196862.9_3	protein_coding	+	"RANBP2-like and GRIP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32417]"
chr10	115614420	115676953	NHLRC2	374354	ENSG00000196865.4_3	protein_coding	+	"NHL repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:24731]"
chr6	26199079	26199471	HIST1H2AD	3013	ENSG00000196866.2_3	protein_coding	-	"histone cluster 1 H2A family member d [Source:HGNC Symbol;Acc:HGNC:4729]"
chr19	57050317	57068179	ZFP28	140612	ENSG00000196867.7_3	protein_coding	+	"ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:17801]"
chr2	99410309	99552722	KIAA1211L	343990	ENSG00000196872.11_4	protein_coding	-	"KIAA1211 like [Source:HGNC Symbol;Acc:HGNC:33454]"
chr9	70846919	70914931	CBWD3	445571	ENSG00000196873.15_4	protein_coding	+	"COBW domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18519]"
chr12	51984050	52206648	SCN8A	.	ENSG00000196876.9	protein_coding	+	"sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596]"
chr12	51984050	52206648	SCN8A	6334	ENSG00000196876.9	protein_coding	+	"sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596]"
chr1	209788215	209825811	LAMB3	3914	ENSG00000196878.14_3	protein_coding	-	"laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]"
chr1	228645808	228648171	HIST3H2BB	128312	ENSG00000196890.4_3	protein_coding	+	"histone cluster 3 H2B family member b [Source:HGNC Symbol;Acc:HGNC:20514]"
chr5	125967414	125971979	TEX43	389320	ENSG00000196900.4_3	protein_coding	+	"testis expressed 43 [Source:HGNC Symbol;Acc:HGNC:33767]"
chr6	117002350	117063029	KPNA5	3841	ENSG00000196911.10_3	protein_coding	+	"karyopherin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6398]"
chr2	98109127	98206428	ANKRD36B	57730	ENSG00000196912.12_3	protein_coding	-	"ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]"
chr11	120207623	120360645	ARHGEF12	23365	ENSG00000196914.8_3	protein_coding	+	"Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]"
chr12	123210623	123215390	GPR81	27198	ENSG00000196917.5_4	protein_coding	-	"hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]"
chr5	176910395	176924607	PDLIM7	9260	ENSG00000196923.13_5	protein_coding	-	"PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]"
chrX	153576892	153603006	FLNA	2316	ENSG00000196924.15_4	protein_coding	-	"filamin A [Source:HGNC Symbol;Acc:HGNC:3754]"
chr10	63166401	63213208	TMEM26	219623	ENSG00000196932.11_4	protein_coding	-	"transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]"
chr12	64238073	64556001	SRGAP1	57522	ENSG00000196935.8_3	protein_coding	+	"SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]"
chr7	120988905	121036418	FAM3C	10447	ENSG00000196937.10_3	protein_coding	-	"family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664]"
chr14	24769068	24778330	NOP9	161424	ENSG00000196943.12_3	protein_coding	+	"NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]"
chr1	248524883	248525929	OR2T4	127074	ENSG00000196944.3	protein_coding	+	"olfactory receptor family 2 subfamily T member 4 [Source:HGNC Symbol;Acc:HGNC:15016]"
chr1	248524883	248525929	OR2T4	.	ENSG00000196944.3	protein_coding	+	"olfactory receptor family 2 subfamily T member 4 [Source:HGNC Symbol;Acc:HGNC:15016]"
chr12	8309630	8341133	ZNF705A	440077	ENSG00000196946.10_3	protein_coding	+	"zinc finger protein 705A [Source:HGNC Symbol;Acc:HGNC:32281]"
chr2	196440701	196602426	SLC39A10	57181	ENSG00000196950.13_3	protein_coding	+	"solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]"
chr11	104813593	104840163	CASP4	837	ENSG00000196954.13_3	protein_coding	-	"caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]"
chr19	50270225	50310370	AP2A1	160	ENSG00000196961.12_3	protein_coding	+	"adaptor related protein complex 2 alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:561]"
chr19	37597636	37663643	ZNF585A	199704	ENSG00000196967.10_3	protein_coding	-	"zinc finger protein 585A [Source:HGNC Symbol;Acc:HGNC:26305]"
chr10	75532049	75540009	FUT11	170384	ENSG00000196968.10_4	protein_coding	+	"fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]"
chrX	134229017	134232664	SMIM10L2B	644596	ENSG00000196972.8_3	protein_coding	-	"small integral membrane protein 10 like 2B [Source:HGNC Symbol;Acc:HGNC:34500]"
chr2	69871557	70054232	ANXA4	307	ENSG00000196975.15_3	protein_coding	+	"annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]"
chrX	153706108	153707596	LAGE3	8270	ENSG00000196976.7_3	protein_coding	-	"L antigen family member 3 [Source:HGNC Symbol;Acc:HGNC:26058]"
chr3	122131179	122134898	WDR5B	54554	ENSG00000196981.3_3	protein_coding	-	"WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]"
chr9	136443537	136451319	FAM163B	642968	ENSG00000196990.8_3	protein_coding	-	"family with sequence similarity 163 member B [Source:HGNC Symbol;Acc:HGNC:33277]"
chr16	28763108	28784128	NPIPB9	100507607	ENSG00000196993.8_4	protein_coding	+	"nuclear pore complex interacting protein family member B9 [Source:HGNC Symbol;Acc:HGNC:41987]"
chrX	48929127	48958108	WDR45	11152	ENSG00000196998.17_4	protein_coding	-	"WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]"
chr16	21608539	21668794	METTL9	51108	ENSG00000197006.13_3	protein_coding	+	"methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]"
chr7	64254766	64294059	ZNF138	7697	ENSG00000197008.9_3	protein_coding	+	"zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922]"
chr19	21679484	21739072	ZNF429	353088	ENSG00000197013.9_3	protein_coding	+	"zinc finger protein 429 [Source:HGNC Symbol;Acc:HGNC:20817]"
chr19	57078880	57100279	ZNF470	388566	ENSG00000197016.11_3	protein_coding	+	"zinc finger protein 470 [Source:HGNC Symbol;Acc:HGNC:22220]"
chr19	40927499	40931932	SERTAD1	29950	ENSG00000197019.4_3	protein_coding	-	"SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]"
chr19	21905568	21950430	ZNF100	163227	ENSG00000197020.10_4	protein_coding	-	"zinc finger protein 100 [Source:HGNC Symbol;Acc:HGNC:12880]"
chrX	149097745	149107029	CXorf40B	541578	ENSG00000197021.8_4	protein_coding	-	"chromosome X open reading frame 40B [Source:HGNC Symbol;Acc:HGNC:17402]"
chr7	148823508	148879894	ZNF398	57541	ENSG00000197024.8_3	protein_coding	+	"zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]"
chr7	99214569	99230030	ZSCAN25	221785	ENSG00000197037.10_3	protein_coding	+	"zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:HGNC:21961]"
chr5	150480273	150537443	ANXA6	309	ENSG00000197043.13_3	protein_coding	-	"annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]"
chr19	11877815	11894893	ZNF441	126068	ENSG00000197044.10_3	protein_coding	+	"zinc finger protein 441 [Source:HGNC Symbol;Acc:HGNC:20875]"
chr14	54941202	54955914	GMFB	2764	ENSG00000197045.12_3	protein_coding	-	"glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]"
chr18	43405477	43424045	SIGLEC15	284266	ENSG00000197046.11_3	protein_coding	+	"sialic acid binding Ig like lectin 15 [Source:HGNC Symbol;Acc:HGNC:27596]"
chr19	37498759	37621216	ZNF420	147923	ENSG00000197050.10_3	protein_coding	+	"zinc finger protein 420 [Source:HGNC Symbol;Acc:HGNC:20649]"
chr19	12075852	12091196	ZNF763	284390	ENSG00000197054.11_3	protein_coding	+	"zinc finger protein 763 [Source:HGNC Symbol;Acc:HGNC:27614]"
chr1	35525387	35581460	ZMYM1	79830	ENSG00000197056.9_3	protein_coding	+	"zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253]"
chr4	36283244	36347378	DTHD1	401124	ENSG00000197057.9_4	protein_coding	+	"death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261]"
chr6	26104104	26104538	HIST1H4C	8364	ENSG00000197061.4_3	protein_coding	+	"histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787]"
chr6	28234788	28246001	ZSCAN26	7741	ENSG00000197062.11_4	protein_coding	+	"zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978]"
chr17	79876146	79885590	MAFG	4097	ENSG00000197063.10_4	protein_coding	-	"MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]"
chr9	140500106	140509812	ARRDC1	92714	ENSG00000197070.13_3	protein_coding	+	"arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]"
chr22	25348697	25593415	KIAA1671	85379	ENSG00000197077.13_4	protein_coding	+	"KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]"
chr17	39632941	39637392	KRT35	3886	ENSG00000197079.8_3	protein_coding	-	"keratin 35 [Source:HGNC Symbol;Acc:HGNC:6453]"
chr6	160390131	160534539	IGF2R	3482	ENSG00000197081.12_3	protein_coding	+	"insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]"
chr1	152777311	152779104	LCE1C	353133	ENSG00000197084.5_4	protein_coding	-	"late cornified envelope 1C [Source:HGNC Symbol;Acc:HGNC:29464]"
chr7	99756867	99766373	GAL3ST4	79690	ENSG00000197093.10_3	protein_coding	-	"galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]"
chr14	102430847	102522780	DYNC1H1	1778	ENSG00000197102.11_4	protein_coding	+	"dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]"
chr1	110693108	110744824	SLC6A17	388662	ENSG00000197106.6_3	protein_coding	+	"solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399]"
chr19	39734193	39735769	IFNL3	282617	ENSG00000197110.8_3	protein_coding	-	"interferon lambda 3 [Source:HGNC Symbol;Acc:HGNC:18365]"
chr12	53845886	53874946	PCBP2	5094	ENSG00000197111.15_4	protein_coding	+	"poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]"
chr20	62338817	62367494	ZGPAT	84619	ENSG00000197114.11_4	protein_coding	+	"zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]"
chr14	100757448	100772884	SLC25A29	123096	ENSG00000197119.12_3	protein_coding	-	"solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]"
chr2	197697728	197792520	PGAP1	80055	ENSG00000197121.14_3	protein_coding	-	"post-GPI attachment to proteins 1 [Source:HGNC Symbol;Acc:HGNC:25712]"
chr20	35973088	36034453	SRC	6714	ENSG00000197122.11_4	protein_coding	+	"SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]"
chr7	63688852	63727309	ZNF679	168417	ENSG00000197123.9_3	protein_coding	+	"zinc finger protein 679 [Source:HGNC Symbol;Acc:HGNC:28650]"
chr19	20107867	20150315	ZNF682	91120	ENSG00000197124.11_3	protein_coding	-	"zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]"
chr11	124307341	124315592	OR8B8	26493	ENSG00000197125.3_5	protein_coding	-	"olfactory receptor family 8 subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:8477]"
chr19	57978031	57988938	ZNF772	400720	ENSG00000197128.11_3	protein_coding	-	"zinc finger protein 772 [Source:HGNC Symbol;Acc:HGNC:33106]"
chr19	22235254	22274282	ZNF257	113835	ENSG00000197134.11_3	protein_coding	+	"zinc finger protein 257 [Source:HGNC Symbol;Acc:HGNC:13498]"
chr11	65383244	65404910	PCNX3	399909	ENSG00000197136.4_3	protein_coding	+	"pecanex homolog 3 [Source:HGNC Symbol;Acc:HGNC:18760]"
chr8	38964509	39142430	ADAM32	203102	ENSG00000197140.14_3	protein_coding	+	"ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]"
chr10	114133776	114188138	ACSL5	51703	ENSG00000197142.10_3	protein_coding	+	"acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]"
chr1	89990395	90063423	LRRC8B	23507	ENSG00000197147.13_3	protein_coding	+	"leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]"
chr7	150725509	150744869	ABCB8	11194	ENSG00000197150.12_4	protein_coding	+	"ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]"
chr6	27858160	27860884	HIST1H3J	8356	ENSG00000197153.4_3	protein_coding	-	"histone cluster 1 H3 family member j [Source:HGNC Symbol;Acc:HGNC:4774]"
chr7	127292234	127732661	SND1	27044	ENSG00000197157.10_3	protein_coding	+	"staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]"
chr16	30585061	30597092	ZNF785	146540	ENSG00000197162.9_3	protein_coding	-	"zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]"
chr16	28603264	28608430	SULT1A2	6799	ENSG00000197165.10_3	protein_coding	-	"sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]"
chr13	52607747	52703214	NEK5	341676	ENSG00000197168.11_3	protein_coding	-	"NIMA related kinase 5 [Source:HGNC Symbol;Acc:HGNC:7748]"
chr17	65334032	65362743	PSMD12	5718	ENSG00000197170.9_3	protein_coding	-	"proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]"
chrX	151867214	151870825	MAGEA6	.	ENSG00000197172.6	protein_coding	+	"MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]"
chrX	151867214	151870825	MAGEA6	4105	ENSG00000197172.6	protein_coding	+	"MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]"
chr10	134884433	134945179	ADGRA1	84435	ENSG00000197177.15_3	protein_coding	+	"adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]"
chr8	22132810	22215076	PIWIL2	55124	ENSG00000197181.11_3	protein_coding	+	"piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]"
chr20	31030862	31172876	NOL4L	140688	ENSG00000197183.14_5	protein_coding	-	"nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106]"
chr9	140119087	140120763	CYSRT1	375791	ENSG00000197191.4_3	protein_coding	+	"cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]"
chr5	131630136	131679899	SLC22A4	6583	ENSG00000197208.5_3	protein_coding	+	"solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]"
chr19	56700939	56709289	ZSCAN5B	342933	ENSG00000197213.9_3	protein_coding	-	"zinc finger and SCAN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:34246]"
chr8	23243296	23315208	ENTPD4	9583	ENSG00000197217.12_4	protein_coding	-	"ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]"
chr2	68268262	68338080	C1D	10438	ENSG00000197223.11_3	protein_coding	-	"C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]"
chr5	179289066	179334859	TBC1D9B	23061	ENSG00000197226.12_1	protein_coding	-	"TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]"
chr9	125273081	125274022	OR1J2	26740	ENSG00000197233.7_2	protein_coding	+	"olfactory receptor family 1 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8209]"
chr6	27791886	27792258	HIST1H4J	8363	ENSG00000197238.4_3	protein_coding	+	"histone cluster 1 H4 family member j [Source:HGNC Symbol;Acc:HGNC:4785]"
chr1	9063359	9086404	SLC2A7	155184	ENSG00000197241.3_2	protein_coding	-	"solute carrier family 2 member 7 [Source:HGNC Symbol;Acc:HGNC:13445]"
chr1	26485511	26490453	FAM110D	79927	ENSG00000197245.5_3	protein_coding	+	"family with sequence similarity 110 member D [Source:HGNC Symbol;Acc:HGNC:25860]"
chr14	94843084	94857030	SERPINA1	5265	ENSG00000197249.13_4	protein_coding	-	"serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]"
chr16	1277272	1280185	TPSB2	64499	ENSG00000197253.13_3	protein_coding	-	"tryptase beta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14120]"
chr19	11274943	11308467	KANK2	25959	ENSG00000197256.10_3	protein_coding	-	"KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]"
chr6	49518359	49529620	C6orf141	135398	ENSG00000197261.11_3	protein_coding	+	"chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]"
chr8	30435835	30515768	GTF2E2	2961	ENSG00000197265.8_3	protein_coding	-	"general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]"
chr16	28510683	28523372	IL27	246778	ENSG00000197272.2_5	protein_coding	-	"interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]"
chr1	42628362	42630389	GUCA2A	2980	ENSG00000197273.3_3	protein_coding	-	"guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]"
chr8	95384188	95487337	RAD54B	25788	ENSG00000197275.13_3	protein_coding	-	"RAD54 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17228]"
chr6	28048753	28057341	ZNF165	7718	ENSG00000197279.3_3	protein_coding	+	"zinc finger protein 165 [Source:HGNC Symbol;Acc:HGNC:12953]"
chr6	33387438	33425318	SYNGAP1	8831	ENSG00000197283.16_5	protein_coding	+	"synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]"
chr20	42931478	42939809	FITM2	128486	ENSG00000197296.5_3	protein_coding	-	"fat storage inducing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16135]"
chr15	91260558	91359395	BLM	641	ENSG00000197299.10_3	protein_coding	+	"Bloom syndrome RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]"
chr16	31724550	31806190	ZNF720	124411	ENSG00000197302.10_4	protein_coding	+	"zinc finger protein 720 [Source:HGNC Symbol;Acc:HGNC:26987]"
chr11	124054052	124059487	OR10D3	26497	ENSG00000197309.3_4	protein_coding	+	"olfactory receptor family 10 subfamily D member 3 (putative) [Source:HGNC Symbol;Acc:HGNC:8168]"
chr1	15943995	15995539	DDI2	84301	ENSG00000197312.11_3	protein_coding	+	"DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]"
chr10	29746267	30025710	SVIL	6840	ENSG00000197321.14_3	protein_coding	-	"supervillin [Source:HGNC Symbol;Acc:HGNC:11480]"
chr1	114935399	115053781	TRIM33	51592	ENSG00000197323.11_3	protein_coding	-	"tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]"
chr14	23340822	23350789	LRP10	26020	ENSG00000197324.8_4	protein_coding	+	"LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]"
chr2	64319786	64371588	PELI1	57162	ENSG00000197329.11_3	protein_coding	-	"pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]"
chr7	99156029	99174076	ZNF655	79027	ENSG00000197343.10_5	protein_coding	+	"zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]"
chr11	68658744	68671303	MRPL21	219927	ENSG00000197345.12_3	protein_coding	-	"mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]"
chr8	143831568	143833952	LYPD2	137797	ENSG00000197353.3_3	protein_coding	-	"LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25215]"
chr9	139971953	139978991	UAP1L1	91373	ENSG00000197355.10_3	protein_coding	+	"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]"
chr19	22573821	22715287	ZNF98	148198	ENSG00000197360.9_3	protein_coding	-	"zinc finger protein 98 [Source:HGNC Symbol;Acc:HGNC:13174]"
