## gwas.catalog
## NHGRI/EBI GWAS catalog, gwsig findings
## GRCh37/hg19, source=gwas_catalog_v1.0.2-associations_e92_r2018-05-03.tsv from https://www.ebi.ac.uk/gwas/docs/file-downloads, new GRCh37/hg19 bp coordinates from Ensembl rest api http://grch37.rest.ensembl.org/variation/human/
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 28500 entries. Columns: 7
#chr	bp1	bp2	snpid	pvalue	pmid	trait
chr19	46359794	46359794	rs76793172	2e-17	27863252	"Eosinophil counts"
chr2	160754947	160754947	rs76840964	4e-10	27863252	"Plateletcrit"
chr17	34883848	34883848	rs76842834	1e-35	27989323	"Macrophage inflammatory protein 1b levels"
chr2	124753156	124753156	rs76854344	8e-10	26993346	"Posterior cortical atrophy and Alzheimer's disease"
chr6	46677098	46677098	rs76863441	3e-19	28031287	"Cerebrospinal fluid biomarker levels"
chr6	46677098	46677098	rs76863441	8e-47	28753643	"Lipoprotein-associated phospholipase A2 activity change in response to darapladib treatment in cardiovascular disease"
chr6	46677098	46677098	rs76863441	1e-178	28753643	"Lipoprotein phospholipase A2 activity in cardiovascular disease"
chr2	44075483	44075483	rs76866386	6e-33	25961943	"Cholesterol, total"
chr2	102945416	102945416	rs76886731	2e-23	25642632	"Leprosy"
chr12	4384844	4384844	rs76895963	2e-10	29358691	"Type 2 diabetes"
chr6	55147509	55147509	rs76899638	8e-13	27494321	"Chronotype"
chr13	28158035	28158035	rs76900683	2e-13	27863252	"Mean platelet volume"
chr13	28158035	28158035	rs76900683	1e-10	27863252	"Platelet distribution width"
chr12	40614434	40614434	rs76904798	1e-19	28892059	"Parkinson's disease"
chr12	40614434	40614434	rs76904798	5e-14	25064009	"Parkinson's disease"
chr7	100002772	100002772	rs76913697	5e-51	27863252	"Platelet distribution width"
chr9	100771440	100771440	rs76917914	1e-11	27863252	"Immature fraction of reticulocytes"
chr15	28196145	28196145	rs76930569	5e-12	29109912	"Iris color (b* coordinate)"
chr15	28196145	28196145	rs76930569	9e-11	29109912	"Iris color (a* coordinate)"
chr4	175095875	175095875	rs76930906	3e-11	26830138	"Alzheimer disease and age of onset"
chr10	46082985	46082985	rs76934034	5e-09	25217961	"Prostate cancer"
chr19	41419294	41419294	rs76935404	1e-25	27488534	"nicotine metabolite ratio in current smokers"
chr5	150464641	150464641	rs76956521	3e-23	26626624	"Psoriatic arthritis"
chr7	25604123	25604123	rs76958973	1e-13	29198719	"Lobe attachment (rater-scored or self-reported)"
chr17	34088656	34088656	rs76960253	5e-19	27989323	"Macrophage inflammatory protein 1b levels"
chr12	130563363	130563363	rs76972608	2e-12	29146897	"Male-pattern baldness"
chr6	134080855	134080855	rs76987554	3e-10	28498854	"Systolic blood pressure"
chr1	101744646	101744646	rs77046277	7e-25	27863252	"Lymphocyte counts"
chr1	101744646	101744646	rs77046277	6e-15	27863252	"Lymphocyte percentage of white cells"
chr16	11452542	11452542	rs77061563	6e-15	25642632	"Leprosy"
chr4	123122856	123122856	rs77087420	4e-09	29292387	"Depressive symptoms (multi-trait analysis)"
chr20	57862987	57862987	rs77124424	3e-24	27863252	"Platelet distribution width"
chr1	243555105	243555105	rs77149735	4e-09	25056061	"Schizophrenia"
chr1	243555105	243555105	rs77149735	6e-09	26198764	"Schizophrenia"
chr16	50304249	50304249	rs77150043	6e-09	26301688	"Pediatric autoimmune diseases"
chr17	44142332	44142332	rs77184207	6e-11	27089181	"Neuroticism"
chr1	152757095	152757095	rs77199844	2e-17	25574825	"Inflammatory skin disease"
chr11	116805064	116805064	rs77204473	2e-09	27863252	"Sum eosinophil basophil counts"
chr11	116805064	116805064	rs77204473	1e-11	27863252	"Eosinophil counts"
chr3	47461464	47461464	rs77215549	2e-24	27989323	"Macrophage inflammatory protein 1b levels"
chr12	12877983	12877983	rs77216612	5e-15	27863252	"Lymphocyte counts"
chr19	11526182	11526182	rs77279095	7e-09	28135244	"Systolic blood pressure"
chr2	11660955	11660955	rs77294520	1e-12	28537267	"Endometriosis"
chr2	11660955	11660955	rs77294520	1e-12	28537267	"Endometriosis"
chr7	123411910	123411910	rs77300440	1e-24	27863252	"Platelet count"
chr16	72079657	72079657	rs77303550	4e-30	27005778	"Metabolite levels (small molecules and protein measures)"
chr6	32904039	32904039	rs77318243	4e-14	28540026	"Autism spectrum disorder or schizophrenia"
chr1	40395195	40395195	rs77320796	1e-10	27863252	"Platelet count"
chr14	69596083	69596083	rs77327054	8e-42	27863252	"Mean platelet volume"
chr19	17434093	17434093	rs77331626	7e-24	24390342	"Rheumatoid arthritis"
chr5	161604254	161604254	rs77370934	8e-09	28030426	"Angiotensin-converting enzyme inhibitor intolerance"
chr20	21893452	21893452	rs77410716	5e-45	29146897	"Male-pattern baldness"
chr3	49131874	49131874	rs77440492	7e-15	27989323	"Macrophage inflammatory protein 1b levels"
chr15	49376624	49376624	rs77468143	1e-09	28604730	"Lung cancer"
chr15	49376624	49376624	rs77468143	2e-16	28604730	"Lung adenocarcinoma"
chr2	38750287	38750287	rs77489951	9e-09	28892062	"Body mass index"
chr11	123394636	123394636	rs77502336	8e-09	25056061	"Schizophrenia"
chr11	123394636	123394636	rs77502336	4e-10	26198764	"Schizophrenia"
chr11	123394636	123394636	rs77502336	1e-09	28991256	"Schizophrenia"
chr11	123394636	123394636	rs77502336	2e-09	28540026	"Autism spectrum disorder or schizophrenia"
chr13	40974023	40974023	rs77526211	1e-09	27863252	"Granulocyte percentage of myeloid white cells"
chr13	40974023	40974023	rs77526211	5e-10	27863252	"Monocyte percentage of white cells"
chr8	130626828	130626828	rs77527100	4e-20	27863252	"Granulocyte percentage of myeloid white cells"
chr4	126843504	126843504	rs77528541	1e-09	29059683	"Breast cancer"
chr8	128077146	128077146	rs77541621	2e-26	26034056	"Prostate cancer"
chr17	67081278	67081278	rs77542162	3e-12	27863252	"Mean corpuscular volume"
chr17	67081278	67081278	rs77542162	2e-13	27863252	"Hematocrit"
chr17	67081278	67081278	rs77542162	2e-13	25961943	"Cholesterol, total"
chr17	67081278	67081278	rs77542162	2e-18	25961943	"LDL cholesterol"
chr17	67081278	67081278	rs77542162	2e-13	27863252	"Mean corpuscular hemoglobin"
chr17	67081278	67081278	rs77542162	2e-16	27863252	"Hemoglobin concentration"
chr18	60788745	60788745	rs77551289	2e-11	28165464	"Chronic lymphocytic leukemia"
chr15	91509215	91509215	rs77554484	1e-15	29059683	"Breast cancer"
chr2	31411287	31411287	rs77569859	3e-10	25017104	"Eosinophilic esophagitis"
chr17	81072094	81072094	rs77572283	5e-43	27863252	"Monocyte percentage of white cells"
chr17	81072094	81072094	rs77572283	2e-55	27863252	"Monocyte count"
chr3	159694053	159694053	rs77583790	6e-11	26502338	"Systemic lupus erythematosus"
chr2	58217344	58217344	rs77622099	3e-09	29255261	"Neuroticism"
chr15	76538459	76538459	rs77633900	2e-13	28346443	"Non-glioblastoma glioma"
chr8	64552779	64552779	rs77636220	3e-11	28892062	"Body mass index"
chr9	140265782	140265782	rs77641763	7e-09	27494321	"Morning vs. evening chronotype"
chr9	140265782	140265782	rs77641763	2e-12	27494321	"Chronotype"
chr4	73668828	73668828	rs77645768	2e-09	29084231	"Small LDL particle concentration"
chr11	114040394	114040394	rs77669868	9e-10	27863252	"Monocyte percentage of white cells"
chr10	45952896	45952896	rs77677521	4e-09	27863252	"Mean corpuscular hemoglobin"
chr10	45952896	45952896	rs77677521	4e-12	27863252	"Mean corpuscular volume"
chr2	202367589	202367589	rs77688320	3e-09	29059683	"Breast cancer"
chr14	103846799	103846799	rs77697190	2e-14	27863252	"Mean corpuscular hemoglobin"
chr17	41840849	41840849	rs77697917	8e-10	27863252	"Sum eosinophil basophil counts"
chr17	41840849	41840849	rs77697917	8e-13	25961943	"Triglycerides"
chr17	41840849	41840849	rs77697917	2e-10	27863252	"Eosinophil counts"
chr17	41840849	41840849	rs77697917	1e-11	27036123	"HDL cholesterol"
chr17	41840849	41840849	rs77697917	1e-14	25961943	"HDL cholesterol"
chr12	121363835	121363835	rs77741769	1e-10	27863252	"Mean corpuscular volume"
chr8	109268396	109268396	rs77767830	2e-14	29146897	"Male-pattern baldness"
chr1	156878473	156878473	rs77795865	2e-09	27863252	"Mean platelet volume"
chr17	43810896	43810896	rs77804065	6e-15	29397368	"Headache"
chr17	43810896	43810896	rs77804065	8e-26	29255261	"Neuroticism"
chr4	1008212	1008212	rs77822621	9e-10	27863252	"High light scatter reticulocyte percentage of red cells"
chr3	52115752	52115752	rs77861329	2e-09	27989323	"Macrophage inflammatory protein 1b levels"
chr11	118733624	118733624	rs77871618	3e-13	28425483	"Primary biliary cholangitis"
chr16	20392332	20392332	rs77924615	2e-15	27588450	"Glomerular filtration rate"
chr16	20392332	20392332	rs77924615	5e-40	28452372	"Glomerular filtration rate (creatinine)"
chr16	20392332	20392332	rs77924615	2e-09	27588450	"Glomerular filtration rate"
chr12	10568525	10568525	rs77926410	5e-09	27863252	"Mean corpuscular volume"
chr17	72697093	72697093	rs77936863	3e-09	27863252	"Granulocyte count"
chr12	117323367	117323367	rs77956314	2e-25	28098162	"Hippocampal volume"
chr12	117323367	117323367	rs77956314	3e-15	25607358	"Subcortical brain region volumes"
chr8	130602928	130602928	rs77959102	1e-30	27863252	"Eosinophil percentage of granulocytes"
chr7	123418493	123418493	rs77972171	7e-09	27863252	"Reticulocyte fraction of red cells"
chr7	37403647	37403647	rs77972791	7e-15	27863252	"Sum eosinophil basophil counts"
chr7	37403647	37403647	rs77972791	5e-15	27863252	"Eosinophil counts"
chr2	43762112	43762112	rs77972916	1e-10	27863252	"Granulocyte percentage of myeloid white cells"
chr18	48016887	48016887	rs77990856	4e-11	26053186	"3-hydroxy-1-methylpropylmercapturic acid levels in smokers"
chr18	48016887	48016887	rs77990856	5e-11	26053186	"3-hydroxypropylmercapturic acid levels in smokers"
chr6	43731651	43731651	rs78003500	3e-19	27863252	"Hemoglobin concentration"
chr6	43731651	43731651	rs78003500	1e-16	27863252	"Hematocrit"
chr1	170341522	170341522	rs78003935	1e-09	27182965	"Male-pattern baldness"
chr19	41332171	41332171	rs78011401	8e-09	27702941	"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)"
chr6	30074310	30074310	rs78026509	2e-09	27863252	"Mean corpuscular hemoglobin"
chr1	172715702	172715702	rs78037977	7e-17	27723757	"Vitiligo"
chr2	219699999	219699999	rs78058190	6e-12	25961943	"HDL cholesterol"
chr6	32527110	32527110	rs78110044	3e-14	28540026	"Autism spectrum disorder or schizophrenia"
chr3	42711975	42711975	rs78114600	5e-09	27989323	"Monocyte chemoattractant protein-1 levels"
chr2	112138164	112138164	rs78124867	1e-36	27863252	"Red blood cell count"
chr1	150868102	150868102	rs78132593	4e-09	27863252	"High light scatter reticulocyte count"
chr8	142375073	142375073	rs78192203	4e-11	28498854	"Diastolic blood pressure"
chr22	32213984	32213984	rs78212183	5e-09	28232668	"Nonsyndromic cleft lip with cleft palate"
chr1	196869100	196869100	rs78239784	5e-11	29288229	"Phenytoin-induced maculopapular exanthema"
chr12	8851118	8851118	rs78241246	4e-15	27863252	"High light scatter reticulocyte count"
chr2	42242617	42242617	rs78254601	5e-09	29304378	"Total body bone mineral density"
chr1	2146165	2146165	rs78265569	2e-12	27863252	"Platelet count"
chr1	2146165	2146165	rs78265569	5e-10	27863252	"Plateletcrit"
chr19	13158277	13158277	rs78269692	2e-09	29059683	"Breast cancer"
chr4	107883049	107883049	rs78311490	7e-10	27182965	"Male-pattern baldness"
chr1	168103616	168103616	rs78320035	3e-15	27863252	"Red cell distribution width"
chr6	32460867	32460867	rs78325334	1e-09	29313844	"Hand grip strength"
chr3	50534041	50534041	rs78342753	6e-11	27989323	"Macrophage inflammatory protein 1b levels"
chr1	171935228	171935228	rs78346539	4e-68	27863252	"Platelet distribution width"
chr1	171935228	171935228	rs78346539	7e-45	27863252	"Mean platelet volume"
chr8	131179561	131179561	rs78363913	2e-23	27863252	"Mean platelet volume"
chr17	7571752	7571752	rs78378222	4e-22	24403052	"Basal cell carcinoma"
chr17	7571752	7571752	rs78378222	9e-38	28346443	"Glioma"
chr17	7571752	7571752	rs78378222	2e-10	27539887	"Basal cell carcinoma"
chr17	7571752	7571752	rs78378222	6e-09	27863252	"Mean corpuscular hemoglobin"
chr17	7571752	7571752	rs78378222	2e-10	28135244	"Pulse pressure"
chr17	7571752	7571752	rs78378222	2e-20	21946351	"Basal cell carcinoma"
chr17	7571752	7571752	rs78378222	5e-29	28346443	"Glioblastoma"
chr17	7571752	7571752	rs78378222	1e-20	25855136	"Basal cell carcinoma"
chr17	7571752	7571752	rs78378222	5e-27	28346443	"Non-glioblastoma glioma"
chr1	181535715	181535715	rs78382112	2e-10	29326435	"Intelligence (multi-trait analysis)"
chr20	47823441	47823441	rs78387210	8e-09	27225129	"Educational attainment (years of education)"
chr18	46207268	46207268	rs78415359	2e-10	27863252	"Red blood cell count"
chr10	124201071	124201071	rs78438709	9e-12	29397368	"Headache"
chr6	160820922	160820922	rs78439586	3e-29	28512139	"Lipoprotein(a) levels adjusted for apolipoprotein(a) isoforms"
chr6	160820922	160820922	rs78439586	1e-47	28512139	"Lipoprotein (a) levels"
chr2	160690656	160690656	rs78446341	4e-29	27863252	"Plateletcrit"
chr19	33742998	33742998	rs78476878	4e-13	27863252	"Mean corpuscular hemoglobin"
chr19	33742998	33742998	rs78476878	4e-15	27863252	"Mean corpuscular volume"
chr2	43809347	43809347	rs78487399	2e-11	27863252	"Sum basophil neutrophil counts"
chr2	43809347	43809347	rs78487399	5e-11	27863252	"Sum neutrophil eosinophil counts"
chr2	43809347	43809347	rs78487399	8e-16	26192919	"Inflammatory bowel disease"
chr2	43809347	43809347	rs78487399	3e-10	27863252	"Myeloid white cell count"
chr2	43809347	43809347	rs78487399	3e-11	27863252	"Granulocyte count"
chr16	89967514	89967514	rs78498439	7e-14	27182965	"Monobrow"
chr1	121437017	121437017	rs78533661	6e-40	29059683	"Breast cancer"
chr16	50335074	50335074	rs78534766	2e-12	28067908	"Inflammatory bowel disease"
chr16	50335074	50335074	rs78534766	3e-13	28067908	"Ulcerative colitis"
chr6	70182710	70182710	rs78536982	7e-09	24886709	"Triglycerides"
chr11	69331418	69331418	rs78540526	2e-86	25751625	"Breast cancer"
chr11	69331418	69331418	rs78540526	2e-131	29059683	"Breast cancer"
chr2	58485694	58485694	rs78547376	4e-09	29255261	"Neuroticism"
chr22	28374943	28374943	rs78554043	8e-10	29117387	"Prostate cancer"
chr3	184090242	184090242	rs78565404	4e-74	27863252	"Plateletcrit"
chr3	184090242	184090242	rs78565404	5e-63	27863252	"Platelet count"
chr16	88813060	88813060	rs78579285	6e-12	27182965	"Joint mobility (Beighton score)"
chr10	94812254	94812254	rs78627331	2e-14	26818947	"Type 2 diabetes"
chr1	23046887	23046887	rs78655189	3e-32	27989323	"Tumor necrosis factor beta levels"
chr19	16489447	16489447	rs78663649	1e-29	27863252	"White blood cell count"
chr13	43200103	43200103	rs78667121	2e-13	29304378	"Total body bone mineral density"
chr13	43200103	43200103	rs78667121	6e-16	29304378	"Total body bone mineral density"
chr2	201187316	201187316	rs78681500	3e-10	28991256	"Schizophrenia"
chr11	2644544	2644544	rs78695585	3e-09	29213071	"QT interval"
chr7	50436731	50436731	rs78697948	3e-30	27863252	"Monocyte percentage of white cells"
chr7	50436731	50436731	rs78697948	4e-19	27863252	"Monocyte count"
chr7	50436731	50436731	rs78697948	1e-30	27863252	"Granulocyte percentage of myeloid white cells"
chr10	71245276	71245276	rs78707713	2e-16	25772935	"Venous thromboembolism"
chr3	108226462	108226462	rs78715178	7e-09	29326435	"Intelligence (multi-trait analysis)"
chr4	114360372	114360372	rs78738012	5e-11	28892059	"Parkinson's disease"
chr19	33754548	33754548	rs78744187	5e-51	27863252	"Red blood cell count"
chr19	33754548	33754548	rs78744187	2e-12	27863252	"Sum eosinophil basophil counts"
chr19	33754548	33754548	rs78744187	6e-73	27863252	"Mean corpuscular volume"
chr19	33754548	33754548	rs78744187	2e-10	28158719	"White blood cell count (basophil)"
chr19	33754548	33754548	rs78744187	7e-72	27863252	"Mean corpuscular hemoglobin"
chr13	109066031	109066031	rs78748598	3e-11	28928442	"Tonsillectomy"
chr4	39365720	39365720	rs78773383	2e-12	27863252	"Mean corpuscular hemoglobin"
chr4	39365720	39365720	rs78773383	4e-13	27863252	"Mean corpuscular volume"
chr17	53102367	53102367	rs78781855	6e-09	29374233	"Intrinsic epigenetic age acceleration"
chr4	73171190	73171190	rs78862524	5e-20	28757204	"Vitamin D levels"
chr1	101738121	101738121	rs78900934	6e-12	28887542	"Dehydroepiandrosterone sulphate levels"
chr8	22927017	22927017	rs78905543	6e-09	27863252	"Mean corpuscular volume"
chr2	241510903	241510903	rs78909033	3e-44	27863252	"Platelet distribution width"
chr2	241510903	241510903	rs78909033	5e-230	27863252	"Mean platelet volume"
chr2	241510903	241510903	rs78909033	3e-09	27863252	"Mean corpuscular hemoglobin"
chr2	241510903	241510903	rs78909033	1e-34	27863252	"Platelet count"
chr2	8749401	8749401	rs78943124	8e-14	27863252	"Immature fraction of reticulocytes"
chr17	34958598	34958598	rs78943308	2e-81	27989323	"Macrophage inflammatory protein 1b levels"
chr16	1705794	1705794	rs79007183	3e-10	26220383	"Epilepsy and lamotrigine-induced maculopapular eruptions"
chr6	31433712	31433712	rs79022003	3e-09	27863252	"Eosinophil counts"
chr2	220165527	220165527	rs79047930	4e-18	27863252	"High light scatter reticulocyte percentage of red cells"
chr2	220165527	220165527	rs79047930	4e-19	27863252	"High light scatter reticulocyte count"
chr3	47305729	47305729	rs79062474	2e-17	27989323	"Macrophage inflammatory protein 1b levels"
chr20	57424868	57424868	rs79067846	5e-54	27863252	"Platelet distribution width"
chr17	40317241	40317241	rs79089478	3e-09	28135244	"Pulse pressure"
chr21	44720890	44720890	rs79094191	4e-13	28135244	"Diastolic blood pressure"
chr15	28511997	28511997	rs79097182	2e-14	26184321	"Blond vs non-blond hair color"
chr15	28511997	28511997	rs79097182	5e-14	26184321	"Light vs. dark hair color"
chr15	28511997	28511997	rs79097182	4e-09	26184321	"Brown vs. non-brown hair color"
chr17	15195279	15195279	rs79121763	7e-14	27798624	"Resting heart rate"
chr2	179786068	179786068	rs79146658	2e-10	28135244	"Diastolic blood pressure"
chr3	62442807	62442807	rs79158673	3e-10	26252872	"Cognitive decline rate in late mild cognitive impairment"
chr3	62442807	62442807	rs79158673	2e-10	26252872	"Cognitive decline rate in late mild cognitive impairment"
chr17	77305203	77305203	rs79211555	3e-09	26053186	"3-hydroxy-1-methylpropylmercapturic acid levels in smokers"
chr6	26098474	26098474	rs79220007	1e-209	27863252	"Mean corpuscular hemoglobin concentration"
chr6	26098474	26098474	rs79220007	5e-88	27863252	"Reticulocyte fraction of red cells"
chr6	26098474	26098474	rs79220007	2e-70	27863252	"Reticulocyte count"
chr6	26098474	26098474	rs79220007	2e-36	27863252	"High light scatter reticulocyte count"
chr6	26098474	26098474	rs79220007	1e-42	27863252	"High light scatter reticulocyte percentage of red cells"
chr8	19860460	19860460	rs79236614	7e-09	24886709	"Triglycerides"
chr7	6436866	6436866	rs79237498	8e-09	27863252	"Red cell distribution width"
chr5	134712566	134712566	rs79237520	1e-12	27863252	"Lymphocyte counts"
chr3	172294500	172294500	rs79287178	9e-25	27989323	"TRAIL levels"
chr3	172294500	172294500	rs79287178	5e-10	27863252	"Plateletcrit"
chr3	172294500	172294500	rs79287178	2e-09	27863252	"Platelet count"
chr3	141248515	141248515	rs79308158	2e-15	27863252	"Mean corpuscular hemoglobin"
chr3	141248515	141248515	rs79308158	2e-16	27863252	"Mean corpuscular volume"
chr1	248028780	248028780	rs79322592	5e-22	27863252	"Platelet distribution width"
chr2	103215410	103215410	rs79387448	8e-11	27723756	"Gut microbiota (bacterial taxa)"
chr4	157678774	157678774	rs79389047	5e-12	27863252	"Plateletcrit"
chr11	47456867	47456867	rs79390637	1e-19	29235454	"Intraocular pressure"
chr1	9241839	9241839	rs79412885	7e-13	27863252	"Granulocyte percentage of myeloid white cells"
chr1	9241839	9241839	rs79412885	8e-14	27863252	"Monocyte percentage of white cells"
chr8	109597801	109597801	rs79437808	4e-13	27182965	"Male-pattern baldness"
chr10	3132994	3132994	rs79441543	3e-10	28521775	"Subclinical trait of interstitial lung disease (percentage of high attenuation areas on CT scan)"
chr17	29168077	29168077	rs79461387	3e-09	27863252	"Neutrophil percentage of white cells"
chr12	124399155	124399155	rs79478560	4e-09	27863252	"Lymphocyte counts"
chr6	31442912	31442912	rs79501286	2e-09	28928442	"Chickenpox"
chr1	8917399	8917399	rs79565040	1e-09	27863252	"White blood cell count (basophil)"
chr8	109495611	109495611	rs79593277	2e-22	29146897	"Male-pattern baldness"
chr1	27284913	27284913	rs79598313	7e-10	25961943	"LDL cholesterol"
chr16	56834254	56834254	rs79600951	4e-14	28270201	"HDL cholesterol"
chr6	98540145	98540145	rs79690157	7e-13	29326435	"Intelligence (multi-trait analysis)"
chr4	123727295	123727295	rs79712192	3e-13	28199695	"Itch intensity from mosquito bite"
chr2	143886819	143886819	rs79716587	2e-13	27863252	"White blood cell count"
chr2	143886819	143886819	rs79716587	1e-17	27863252	"Lymphocyte counts"
chr1	62782860	62782860	rs79742895	1e-14	28358029	"Fuchs's corneal dystrophy"
chr4	72871282	72871282	rs79761689	3e-30	28757204	"Vitamin D levels"
chr5	19108690	19108690	rs79767424	4e-10	27749845	"Oral cavity and pharyngeal cancer"
chr2	100516638	100516638	rs79785879	4e-10	29326435	"Intelligence (multi-trait analysis)"
chr6	32490246	32490246	rs79788626	6e-09	28540026	"Autism spectrum disorder or schizophrenia"
chr14	94436739	94436739	rs79797842	5e-09	26053186	"3-hydroxy-1-methylpropylmercapturic acid levels in smokers"
chr3	46277577	46277577	rs79815064	3e-126	27989323	"Macrophage inflammatory protein 1b levels"
chr5	110427795	110427795	rs79881201	1e-22	27863252	"Sum eosinophil basophil counts"
chr3	195150497	195150497	rs79900979	6e-09	26053186	"3-hydroxy-1-methylpropylmercapturic acid levels in smokers"
chr17	46824674	46824674	rs79917357	5e-09	28739976	"Systolic blood pressure"
chr14	69640775	69640775	rs79936776	1e-14	27863252	"Platelet count"
chr15	28333710	28333710	rs79974247	6e-10	26829030	"Squamous cell carcinoma"
chr12	49671659	49671659	rs80012730	1e-46	27863252	"Mean platelet volume"
chr12	49671659	49671659	rs80012730	4e-10	27863252	"Platelet count"
chr3	49468689	49468689	rs80033912	3e-11	29326435	"Intelligence (multi-trait analysis)"
chr20	30294682	30294682	rs80054178	3e-24	27863252	"Platelet count"
chr20	30294682	30294682	rs80054178	4e-32	27863252	"Plateletcrit"
chr3	71153890	71153890	rs80060485	3e-15	27992413	"Primary sclerosing cholangitis"
chr3	196372546	196372546	rs80064395	2e-12	29083406	"Allergic disease (asthma, hay fever or eczema)"
chr17	7452752	7452752	rs80067372	1e-11	27182965	"Chin dimples"
chr7	46094089	46094089	rs80077929	2e-15	28928442	"Tonsillectomy"
chr7	46094089	46094089	rs80077929	2e-15	27182965	"Tonsillectomy"
chr20	56000642	56000642	rs80078371	8e-10	27863252	"Reticulocyte count"
chr21	39850955	39850955	rs80109907	3e-09	27863252	"Granulocyte percentage of myeloid white cells"
chr21	39850955	39850955	rs80109907	5e-09	27863252	"Monocyte percentage of white cells"
chr12	48419618	48419618	rs80130819	2e-09	25217961	"Prostate cancer"
chr6	145994858	145994858	rs80133860	8e-09	27863252	"Mean platelet volume"
chr1	155485027	155485027	rs80142782	2e-19	26701879	"Non-cardia gastric cancer"
chr1	67708155	67708155	rs80174646	4e-62	26192919	"Ulcerative colitis"
chr8	21779937	21779937	rs80207740	7e-33	27863252	"Mean corpuscular hemoglobin"
chr6	25918225	25918225	rs80215559	7e-17	28334935	"Iron status biomarkers (total iron binding capacity)"
chr14	55664889	55664889	rs80226907	1e-36	27863252	"Mean platelet volume"
chr7	84349842	84349842	rs80227144	5e-10	27702942	"Hirschsprung disease"
chr12	31441179	31441179	rs80234489	1e-11	28892062	"Body mass index"
chr18	12818922	12818922	rs80262450	1e-20	28067908	"Crohn's disease"
chr18	12818922	12818922	rs80262450	1e-16	28067908	"Inflammatory bowel disease"
chr6	26927602	26927602	rs80264589	8e-14	29326435	"Intelligence (multi-trait analysis)"
chr7	50443141	50443141	rs80271829	4e-15	27863252	"Monocyte count"
chr10	899071	899071	rs80282103	1e-11	28452372	"Glomerular filtration rate (creatinine)"
chr1	8207579	8207579	rs80293268	9e-14	29220522	"Hair shape"
chr2	159199835	159199835	rs80319144	3e-25	29029846	"Restless legs syndrome"
chr20	47411149	47411149	rs80346118	1e-12	28135244	"Diastolic blood pressure"
chr16	12475202	12475202	rs111209267	3e-09	26053186	"3-hydroxypropylmercapturic acid levels in smokers"
chr17	80242150	80242150	rs111231601	8e-09	27863252	"Monocyte percentage of white cells"
chr9	113169775	113169775	rs111245230	8e-09	29212778	"Coronary artery disease"
chr5	152177121	152177121	rs111294930	4e-09	26198764	"Schizophrenia"
chr5	152177121	152177121	rs111294930	1e-10	25056061	"Schizophrenia"
chr7	94285091	94285091	rs111307654	1e-12	29059683	"Breast cancer"
chr10	104771212	104771212	rs111326718	1e-51	27863252	"Reticulocyte count"
chr3	49525218	49525218	rs111327216	4e-11	29326435	"Intelligence (multi-trait analysis)"
chr12	111826478	111826478	rs111338191	8e-46	27863252	"Neutrophil percentage of white cells"
chr12	111826478	111826478	rs111338191	2e-31	27863252	"Lymphocyte percentage of white cells"
chr16	88796771	88796771	rs111350029	2e-11	27863252	"Platelet count"
chr10	64857872	64857872	rs111364339	5e-09	28991256	"Schizophrenia"
chr5	53295546	53295546	rs111366116	6e-10	28452372	"Glomerular filtration rate (creatinine)"
chr6	6680173	6680173	rs111373852	2e-09	27863252	"Immature fraction of reticulocytes"
chr6	6680173	6680173	rs111373852	2e-10	27863252	"High light scatter reticulocyte percentage of red cells"
chr6	6680173	6680173	rs111373852	1e-09	27863252	"High light scatter reticulocyte count"
chr19	46302145	46302145	rs111386720	1e-17	27863252	"Eosinophil percentage of white cells"
chr19	46302145	46302145	rs111386720	1e-14	27863252	"Neutrophil percentage of granulocytes"
chr19	46302145	46302145	rs111386720	2e-16	27863252	"Eosinophil percentage of granulocytes"
chr20	10684159	10684159	rs111404218	2e-09	27322543	"Migraine"
chr17	43857989	43857989	rs111433752	9e-12	27067015	"Neuroticism"
chr10	126439381	126439381	rs111456533	1e-09	28067908	"Inflammatory bowel disease"
chr19	50051562	50051562	rs111476047	1e-11	27863252	"Hemoglobin concentration"
chr4	69598006	69598006	rs111527163	4e-11	27863252	"Red cell distribution width"
chr5	98187510	98187510	rs111536497	6e-10	27863252	"Basophil percentage of white cells"
chr6	30072808	30072808	rs111537560	5e-16	28928442	"Mumps"
chr19	50091222	50091222	rs111544199	8e-12	27863252	"Red blood cell count"
chr5	81268070	81268070	rs111549985	6e-12	29059683	"Breast cancer"
chr2	112382579	112382579	rs111592775	7e-11	27863252	"Eosinophil percentage of granulocytes"
chr10	123554584	123554584	rs111605422	9e-13	29059683	"Breast cancer"
chr6	32656068	32656068	rs111626885	7e-12	28199695	"Itch intensity from mosquito bite adjusted by bite size"
chr6	32538476	32538476	rs111639056	2e-15	28540026	"Autism spectrum disorder or schizophrenia"
chr19	41361808	41361808	rs111645190	1e-23	28921760	"nicotine metabolite ratio in current smokers"
chr15	47360367	47360367	rs111652004	3e-16	29029846	"Restless legs syndrome"
chr1	119438823	119438823	rs111668293	3e-19	29146897	"Male-pattern baldness"
chr3	47159937	47159937	rs111675602	6e-18	27989323	"Macrophage inflammatory protein 1b levels"
