## omim
## OMIM genes, Online Mendelian Inheritance in Man
## hg19, source=gm.omim created=23MAY2016:19:02:25
## PGC bioinformatics, PF Sullivan & Johan Kallberg, Karolinska Institutet, (c) 2016
## Rows: 5 comments, header, 5935 entries. Columns: 7
#chr	bp1	bp2	geneName	OMIMgene	OMIMdisease	type
chrX	103028647	103047548	PLP1	300401	312080	"Pelizaeus-Merzbacher disease"
chrX	103028647	103047548	PLP1	300401	312920	"Spastic paraplegia 2, X-linked"
chrX	114795501	114885181	PLS3	300131	300910	"Bone mineral density QTL18, osteoporosis"
chr20	44527399	44540794	PLTP	172425	0	"High density lipoprotein cholesterol level QTL 9"
chr15	74287014	74340153	PML	102578	0	"Leukemia, acute promyelocytic, PML/RARA type"
chr16	8882680	8943188	PMM2	601785	212065	"Congenital disorder of glycosylation, type Ia"
chr16	8882680	8943188	PMM2	154550	602579	"Congenital disorder of glycosylation, type Ib"
chr17	15133095	15168643	PMP22	601097	118220	"Charcot-Marie-Tooth disease, type 1A"
chr17	15133095	15168643	PMP22	601097	118300	"Charcot-Marie-Tooth disease, type 1E"
chr17	15133095	15168643	PMP22	601097	145900	"Dejerine-Sottas disease"
chr17	15133095	15168643	PMP22	601097	139393	"Neuropathy, inflammatory demyelinating"
chr17	15133095	15168643	PMP22	601097	162500	"Neuropathy, recurrent, with pressure palsies"
chr17	15133095	15168643	PMP22	601097	180800	"Roussy-Levy syndrome"
chr9	139305110	139318213	PMPCA	613036	213200	"Spinocerebellar ataxia, autosomal recessive 2"
chr7	6012870	6048756	PMS2	600259	614337	"Colorectal cancer, hereditary nonpolyposis, type 4"
chr7	6012870	6048756	PMS2	600259	276300	"Mismatch repair cancer syndrome"
chr1	154897210	154909467	PMVK	607622	175800	"Porokeratosis 1, multiple types"
chr2	219135115	219211516	PNKD	609023	118800	"Paroxysmal nonkinesigenic dyskinesia"
chr19	50364461	50371166	PNKP	605610	616267	"Ataxia-oculomotor apraxia 4"
chr19	50364461	50371166	PNKP	605610	613402	"Microcephaly, seizures, and developmental delay"
chr10	118305443	118327367	PNLIP	246600	614338	"Pancreatic lipase deficiency"
chr8	28174503	28200872	PNOC	605235	614937	"Myoclonus, familial cortical"
chr14	20937113	20945253	PNP	164050	613179	"Immunodeficiency due to purine nucleoside phosphorylase deficiency"
chr6	36210980	36276372	PNPLA1	612121	615024	"Ichthyosis, congenital, autosomal recessive 10"
chr11	818902	825573	PNPLA2	609059	610717	"Neutral lipid storage disease with myopathy"
chr19	7598890	7626650	PNPLA6	603197	215470	"Boucher-Neuhauser syndrome"
chr19	7598890	7626650	PNPLA6	600998	163000	"Capillary malformations, congenital, 1, somatic, mosaic"
chr19	7598890	7626650	PNPLA6	603197	275400	"Oliver-McFarlane syndrome"
chr19	7598890	7626650	PNPLA6	603197	612020	"Spastic paraplegia 39, autosomal recessive"
chr19	7598890	7626650	PNPLA6	600998	185300	"Sturge-Weber syndrome, somatic, mosaic"
chr19	7598890	7626650	PNPLA6	151443	601559	"Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome"
chr17	46018872	46025654	PNPO	603287	610090	"Pyridoxamine 5'-phosphate oxidase deficiency"
chr2	55861400	55921045	PNPT1	610316	614932	"Combined oxidative phosphorylation deficiency 13"
chr2	55861400	55921045	PNPT1	610316	614934	"Deafness, autosomal recessive 70"
chr3	52109269	52188706	POC1A	614783	614813	"Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis"
chr12	89813495	89919801	POC1B	614784	615973	"Cone-rod dystrophy 20"
chrX	84532402	84634748	POF1B	300603	300604	"Premature ovarian failure 2B"
chr20	30795683	30826470	POFUT1	607491	615327	"Dowling-Degos disease 2"
chr3	119187785	119213555	POGLUT1	615618	615696	"Dowling-Degos disease 4"
chr1	151375200	151431941	POGZ	614787	616364	"White-Sutton syndrome"
chr19	50887461	50921273	POLD1	174761	612591	"Colorectal cancer, susceptibility to, 10"
chr19	50887461	50921273	POLD1	174761	615381	"Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome"
chr12	133200348	133263951	POLE	174762	615083	"Colorectal cancer, susceptibility to, 12"
chr12	133200348	133263951	POLE	174762	615139	"FILS syndrome"
chr15	89859534	89878092	POLG	174763	203700	"Mitochondrial DNA depletion syndrome 4A (Alpers type)"
chr15	89859534	89878092	POLG	174763	613662	"Mitochondrial DNA depletion syndrome 4B (MNGIE type)"
chr15	89859534	89878092	POLG	174763	607459	"Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)"
chr15	89859534	89878092	POLG	174763	157640	"Progressive external ophthalmoplegia, autosomal dominant 1"
chr15	89859534	89878092	POLG	174763	258450	"Progressive external ophthalmoplegia, autosomal recessive 1"
chr17	62473902	62493154	POLG2	604983	610131	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4"
chr6	43543887	43586701	POLH	603968	278750	"Xeroderma pigmentosum, variant type"
chr2	86247339	86333278	POLR1A	616404	616462	"Acrofacial dysostosis, Cincinnati type"
chr6	43477440	43497323	POLR1C	610060	616494	"Leukodystrophy, hypomyelinating, 11"
chr6	43477440	43497323	POLR1C	610060	248390	"Treacher Collins syndrome 3"
chr13	28194903	28241548	POLR1D	613715	613717	"Treacher Collins syndrome 2"
chr10	79734907	79789303	POLR3A	614258	607694	"Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism"
chr12	106751436	106903976	POLR3B	614366	614381	"Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism"
chr2	25383722	25391772	POMC	603202	223000	"Lactase deficiency, congenital"
chr2	25383722	25391772	POMC	176830	609734	"Obesity, adrenal insufficiency, and red hair due to POMC deficiency"
chr2	25383722	25391772	POMC	176830	601665	"Obesity, early-onset, susceptibility to"
chr1	46654354	46685977	POMGNT1	606822	253280	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3"
chr1	46654354	46685977	POMGNT1	606822	613151	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3"
chr1	46654354	46685977	POMGNT1	606822	613157	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3"
chr3	43120724	43147568	POMGNT2	614828	614830	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8"
chr8	42948658	42978577	POMK	615247	615249	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12"
chr13	29233241	29253062	POMP	613386	601952	"Keratosis linearis with ichthyosis congenita and sclerosing keratoderma"
chr9	134378289	134399193	POMT1	607423	236670	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1"
chr9	134378289	134399193	POMT1	607423	613155	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1"
chr9	134378289	134399193	POMT1	607423	609308	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1"
chr14	77741299	77787227	POMT2	607439	613150	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2"
chr14	77741299	77787227	POMT2	607439	613156	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2"
chr14	77741299	77787227	POMT2	607439	613158	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2"
chr7	94926988	95025673	PON1	168820	0	"Coronary artery disease, susceptibility to"
chr7	94926988	95025673	PON1	168820	0	"Coronary artery spasm 2, susceptibility to"
chr7	94926988	95025673	PON1	168820	612633	"Microvascular complications of diabetes 5"
chr7	94926988	95025673	PON1	168820	0	"Organophosphate poisoning, sensitivity to"
chr7	95034175	95064510	PON2	602447	0	"Coronary artery disease, susceptibility to"
chr7	75528518	75616173	POR	124015	201750	"Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis"
chr7	75528518	75616173	POR	124015	613571	"Disordered steroidogenesis due to cytochrome P450 oxidoreductase"
chrX	48367350	48379202	PORCN	300651	305600	"Focal dermal hypoplasia"
chr13	38136720	38172981	POSTN	613276	604173	"Poikiloderma with neutropenia"
chr7	124462440	124570037	POT1	606478	616568	"Glioma susceptibility 9"
chr7	124462440	124570037	POT1	606478	615848	"Melanoma, cutaneous malignant, susceptibility to, 10"
chr3	87308554	87325737	POU1F1	173110	613038	"Pituitary hormone deficiency, combined, 1"
chrX	82763269	82764775	POU3F4	300039	304400	"Deafness, X-linked 2"
chr5	145718587	145720083	POU4F3	602460	602459	"Deafness, autosomal dominant 15"
chr7	39017598	39532694	POU6F2	609062	601583	"Wilms tumor susceptibility-5"
chr22	46546424	46639653	PPARA	170998	0	"Hyperapobetalipoproteinemia, susceptibility to"
chr3	12328867	12475855	PPARG	601487	609338	"Carotid intimal medial thickness 1"
chr3	12328867	12475855	PPARG	601487	125853	"Diabetes, type 2"
chr3	12328867	12475855	PPARG	601487	604367	"Insulin resistance, severe, digenic"
chr3	12328867	12475855	PPARG	601487	604367	"Lipodystrophy, familial partial, type 3"
chr3	12328867	12475855	PPARG	601487	0	"Obesity, resistance to"
chr3	12328867	12475855	PPARG	601487	601665	"Obesity, severe"
chr5	149109861	149234585	PPARGC1B	608886	601665	"Obesity, variation in"
chr15	64448011	64455404	PPIB	123841	259440	"Osteogenesis imperfecta, type IX"
chr17	58677544	58741849	PPM1D	605100	114480	"Breast cancer"
chr1	161136200	161147803	PPOX	192340	125700	"Diabetes insipidus, neurohypophyseal"
chr1	161136200	161147803	PPOX	600923	176200	"Porphyria variegata"
chr1	204372515	204380919	PPP1R15B	613257	616817	"Microcephaly, short stature, and impaired glucose metabolism 2"
chr7	31726329	31748069	PPP1R17	604088	143890	"Hypercholesterolemia, susceptibility to"
chr7	113516832	113715975	PPP1R3A	600917	604367	"Insulin resistance, severe, digenic"
chr19	52693292	52730687	PPP2R1A	605983	616362	"Mental retardation, autosomal dominant 36"
chr11	111597632	111637151	PPP2R1B	603113	211980	"Lung cancer"
chr5	145967936	146464347	PPP2R2B	604325	604326	"Spinocerebellar ataxia 12"
chr6	42952237	42980080	PPP2R5D	601646	616355	"Mental retardation, autosomal dominant 35"
chr1	40538379	40563375	PPT1	600722	256730	"Ceroid lipofuscinosis, neuronal, 1"
chrX	48755195	48760420	PQBP1	300032	300448	"Alpha-thalassemia myelodysplasia syndrome, somatic"
chrX	48755195	48760420	PQBP1	300032	301040	"Alpha-thalassemia/mental retardation syndrome"
chrX	48755195	48760420	PQBP1	300428	0	"Mental retardation, X-linked 2"
chrX	48755195	48760420	PQBP1	300806	309548	"Mental retardation, X-linked, FRAXE type"
chrX	48755195	48760420	PQBP1	300032	309580	"Mental retardation-hypotonic facies syndrome, X-linked"
chrX	48755195	48760420	PQBP1	300463	309500	"Renpenning syndrome"
chr1	156720402	156770607	PRCC	179755	605074	"Renal cell carcinoma, papillary"
chr17	74523668	74549660	PRCD	610598	610599	"Retinitis pigmentosa 36"
chr9	133539981	133558368	PRDM12	616458	616488	"Neuropathy, hereditary sensory and autonomic, type VIII"
chr1	2985732	3355185	PRDM16	605557	615373	"Cardiomyopathy, dilated, 1LL"
chr1	2985732	3355185	PRDM16	605557	615373	"Left ventricular noncompaction 8"
chr4	121606074	121844025	PRDM5	614161	614170	"Brittle cornea syndrome 2"
chr10	72357104	72362531	PRF1	170280	609135	"Aplastic anemia"
chr10	72357104	72362531	PRF1	170280	603553	"Hemophagocytic lymphohistiocytosis, familial, 2"
chr10	72357104	72362531	PRF1	170280	605027	"Lymphoma, non-Hodgkin"
chr11	57154267	57158130	PRG2	605158	269400	"Corneal opacification and other ocular anomalies"
chr1	186265405	186283694	PRG4	604283	208250	"Camptodactyly-arthropathy-coxa vara-pericarditis syndrome"
chr12	42852140	42984157	PRICKLE1	608500	612437	"Epilepsy, progressive myoclonic 1B"
chr4	185570767	185616117	PRIMPOL	615421	615420	"Myopia 22, autosomal dominant"
chr19	14202500	14228896	PRKACA	601639	615830	"Cushing syndrome, ACTH-independent adrenal, somatic"
chr7	151253197	151574210	PRKAG2	602743	600858	"Cardiomyopathy, hypertrophic 6"
chr7	151253197	151574210	PRKAG2	602743	261740	"Glycogen storage disease of heart, lethal congenital"
chr7	151253197	151574210	PRKAG2	602743	194200	"Wolff-Parkinson-White syndrome"
chr17	66507921	66547460	PRKAR1A	188830	101800	"Acrodysostosis 1, with or without hormone resistance"
chr17	66507921	66547460	PRKAR1A	188830	0	"Adrenocortical tumor, somatic"
chr17	66507921	66547460	PRKAR1A	188830	160980	"Carney complex, type 1"
chr17	66507921	66547460	PRKAR1A	188830	255960	"Myxoma, intracardiac"
chr17	66507921	66547460	PRKAR1A	188830	610489	"Pigmented nodular adrenocortical disease, primary, 1"
chr17	64298754	64806861	PRKCA	176960	0	"Pituitary tumor, invasive"
chr3	53190025	53226733	PRKCD	176977	615559	"Autoimmune lymphoproliferative syndrome, type III"
chr19	54382444	54410906	PRKCG	176980	605361	"Spinocerebellar ataxia 14"
chr14	61654277	62017694	PRKCH	605437	601367	"Cerebral infarction, susceptibility to"
chr19	11546109	11561783	PRKCSH	177060	174050	"Polycystic liver disease"
chr8	48685669	48872743	PRKDC	600899	615966	"Immunodeficiency 26, with or without neurologic abnormalities"
chr10	52750945	54058110	PRKG1	176894	615436	"Aortic aneurysm, familial thoracic 8"
chr2	179296141	179316239	PRKRA	603424	612067	"Dystonia 16"
chr5	35048861	35230794	PRLR	176761	615554	"Multiple fibroadenomas of the breast"
chr20	4666882	4682236	PRNP	176640	137440	"Cerebral amyloid angiopathy, PRNP-related"
chr20	4666882	4682236	PRNP	176640	123400	"Creutzfeldt-Jakob disease"
chr20	4666882	4682236	PRNP	176640	137440	"Gerstmann-Straussler disease"
chr20	4666882	4682236	PRNP	176640	603218	"Huntington disease-like 1"
chr20	4666882	4682236	PRNP	176640	600072	"Insomnia, fatal familial"
chr20	4666882	4682236	PRNP	176640	245300	"Kuru, susceptibility to"
chr20	4666882	4682236	PRNP	176640	606688	"Prion disease with protracted course"
chr2	128176003	128186822	PROC	612283	176860	"Thrombophilia due to protein C deficiency, autosomal dominant"
chr2	128176003	128186822	PROC	612283	612304	"Thrombophilia due to protein C deficiency, autosomal recessive"
chr22	18900294	18924066	PRODH	606810	239500	"Hyperprolinemia, type I"
chr22	18900294	18924066	PRODH	606810	600850	"Schizophrenia, susceptibility to, 4"
chr19	36290890	36304201	PRODH2	606810	239500	"Hyperprolinemia, type I"
chr19	36290890	36304201	PRODH2	606810	600850	"Schizophrenia, susceptibility to, 4"
chr1	110993822	110999976	PROK1	609712	102900	"Adenosine triphosphate, elevated, of erythrocytes"
chr1	110993822	110999976	PROK1	609712	266200	"Pyruvate kinase deficiency"
chr3	71820807	71834357	PROK2	607002	610628	"Hypogonadotropic hypogonadism 4 with or without anosmia"
chr20	5282317	5297378	PROKR2	607123	244200	"Hypogonadotropic hypogonadism 3 with or without anosmia"
chr4	15964699	16086001	PROM1	604365	612657	"Cone-rod dystrophy 12"
chr4	15964699	16086001	PROM1	604365	608051	"Macular dystrophy, retinal, 2"
chr4	15964699	16086001	PROM1	604365	612095	"Retinitis pigmentosa 41"
chr4	15964699	16086001	PROM1	604365	603786	"Stargardt disease 4"
chr5	177419236	177423243	PROP1	601538	262600	"Pituitary hormone deficiency, combined, 2"
chr3	93591881	93692910	PROS1	176880	612336	"Thrombophilia due to protein S deficiency, autosomal dominant"
chr3	93591881	93692910	PROS1	176880	614514	"Thrombophilia due to protein S deficiency, autosomal recessive"
chr13	113812968	113826694	PROZ	176895	614024	"Protein Z deficiency"
chr1	150293925	150325671	PRPF3	607301	601414	"Retinitis pigmentosa 18"
chr19	54618837	54635140	PRPF31	606419	600138	"Retinitis pigmentosa 11"
chr9	116037623	116055185	PRPF4	607795	615922	"Retinitis pigmentosa 70"
chr20	62612488	62664453	PRPF6	613979	613983	"Retinitis pigmentosa 60"
chr17	1553923	1588176	PRPF8	607300	600059	"Retinitis pigmentosa 13"
chr12	49687035	49692465	PRPH	170710	105400	"Amyotrophic lateral sclerosis, susceptibility to"
chr12	49687035	49692465	PRPH	179605	613105	"Choriodal dystrophy, central areolar 2"
chr12	49687035	49692465	PRPH	179605	608133	"Leber congenital amaurosis 18"
chr12	49687035	49692465	PRPH	179605	169150	"Macular dystrophy, patterned, 1"
chr12	49687035	49692465	PRPH	179605	608161	"Macular dystrophy, vitelliform, 3"
chr12	49687035	49692465	PRPH	179605	608133	"Retinitis pigmentosa 7 and digenic"
chr12	49687035	49692465	PRPH	179605	136880	"Retinitis punctata albescens"
chr6	42664340	42690312	PRPH2	179605	613105	"Choriodal dystrophy, central areolar 2"
chr6	42664340	42690312	PRPH2	179605	608133	"Leber congenital amaurosis 18"
chr6	42664340	42690312	PRPH2	179605	169150	"Macular dystrophy, patterned, 1"
chr6	42664340	42690312	PRPH2	179605	608161	"Macular dystrophy, vitelliform, 3"
chr6	42664340	42690312	PRPH2	179605	608133	"Retinitis pigmentosa 7 and digenic"
chr6	42664340	42690312	PRPH2	180721	608133	"Retinitis pigmentosa 7, digenic"
chr6	42664340	42690312	PRPH2	179605	136880	"Retinitis punctata albescens"
chrX	106871737	106894256	PRPS1	311850	301835	"Arts syndrome"
chrX	106871737	106894256	PRPS1	311850	311070	"Charcot-Marie-Tooth disease, X-linked recessive, 5"
chrX	106871737	106894256	PRPS1	311850	304500	"Deafness, X-linked 1"
chrX	106871737	106894256	PRPS1	311850	300661	"Gout, PRPS-related"
chrX	106871737	106894256	PRPS1	311850	300661	"Phosphoribosylpyrophosphate synthetase superactivity"
chr12	10977559	11324212	PRR4	609607	613573	"Ectodermal dysplasia-syndactyly syndrome 1"
chr16	29823177	29827201	PRRT2	614386	602066	"Convulsions, familial infantile, with paroxysmal choreoathetosis"
chr16	29823177	29827201	PRRT2	614386	128200	"Episodic kinesigenic dyskinesia 1"
chr16	29823177	29827201	PRRT2	614386	605751	"Seizures, benign familial infantile, 2"
chr1	170631869	170708560	PRRX1	167420	202650	"Agnathia-otocephaly complex"
chr7	142457319	142460923	PRSS1	276000	167800	"Pancreatitis, hereditary"
chr7	142457319	142460923	PRSS1	276000	614044	"Trypsinogen deficiency"
chr4	119201193	119274158	PRSS12	606709	249500	"Mental retardation, autosomal recessive 1"
chr2	233385173	233390422	PRSS56	613858	613517	"Microphthalmia, isolated 6"
chr19	40899675	40919273	PRX	605725	614895	"Charcot-Marie-Tooth disease, type 4F"
chr19	40899675	40919273	PRX	605725	145900	"Dejerine-Sottas disease"
chr10	73576055	73611126	PSAP	176801	611721	"Combined SAP deficiency"
chr10	73576055	73611126	PSAP	176801	610539	"Gaucher disease, atypical"
chr10	73576055	73611126	PSAP	176801	611722	"Krabbe disease, atypical"
chr10	73576055	73611126	PSAP	176801	249900	"Metachromatic leukodystrophy due to SAP-b deficiency"
chr9	80912059	80945009	PSAT1	610936	616038	"Neu-Laxova syndrome 2"
chr14	73603126	73690399	PSEN1	104311	613737	"Acne inversa, familial, 3"
chr14	73603126	73690399	PSEN1	104311	607822	"Alzheimer disease, type 3"
chr14	73603126	73690399	PSEN1	104311	607822	"Alzheimer disease, type 3, with spastic paraparesis and apraxia"
chr14	73603126	73690399	PSEN1	104311	607822	"Alzheimer disease, type 3, with spastic paraparesis and unusual plaques"
chr14	73603126	73690399	PSEN1	104311	613694	"Cardiomyopathy, dilated, 1U"
chr14	73603126	73690399	PSEN1	104311	600274	"Dementia, frontotemporal"
chr14	73603126	73690399	PSEN1	104311	172700	"Pick disease"
chr1	227057885	227083806	PSEN2	600759	606889	"Alzheimer disease-4"
chr1	227057885	227083806	PSEN2	600759	613697	"Cardiomyopathy, dilated, 1V"
chr19	36236015	36237911	PSENEN	607632	613736	"Acne inversa, familial, 2"
chr14	35747839	35786699	PSMA6	602855	608446	"Myocardial infarcation, susceptibility to"
chr6	32808494	32812480	PSMB8	177046	256040	"Autoinflammation, lipodystrophy, and dermatosis syndrome"
chr17	40724333	40729849	PSMC3IP	608665	614324	"Ovarian dysgenesis 3"
chr7	56078744	56119297	PSPH	172480	614023	"Phosphoserine phosphatase deficiency"
chr15	77285700	77329673	PSTPIP1	606347	604416	"Pyogenic sterile arthritis, pyoderma gangrenosum, and acne"
chr9	98205262	98279339	PTCH1	601309	605462	"Basal cell carcinoma, somatic"
chr9	98205262	98279339	PTCH1	601309	109400	"Basal cell nevus syndrome"
chr9	98205262	98279339	PTCH1	601309	610828	"Holoprosencephaly-7"
chr1	45285516	45308735	PTCH2	603673	605462	"Basal cell carcinoma, somatic"
chr1	45285516	45308735	PTCH2	603673	109400	"Basal cell nevus syndrome"
chr1	45285516	45308735	PTCH2	603673	155255	"Medulloblastoma"
chrX	23352133	23422489	PTCHD1	300828	300830	"Autism, susceptibility to, X-linked 4"
chr8	97273943	97349223	PTDSS1	602593	146520	"Hypotrichosis 2"
chr8	97273943	97349223	PTDSS1	612792	151050	"Lenz-Majewski hyperostotic dwarfism"
chr8	97273943	97349223	PTDSS1	602593	270300	"Peeling skin syndrome 1"
chr8	97273943	97349223	PTDSS1	607211	173200	"Pityriasis rubra pilaris"
chr8	97273943	97349223	PTDSS1	607211	602723	"Psoriasis 2"
chr11	448268	491393	PTDSS2	603805	609796	"Peeling skin syndrome 2"
chr10	89622870	89731687	PTEN	601728	153480	"Bannayan-Riley-Ruvalcaba syndrome"
chr10	89622870	89731687	PTEN	601728	158350	"Cowden syndrome 1"
chr10	89622870	89731687	PTEN	601728	608089	"Endometrial carcinoma, somatic"
chr10	89622870	89731687	PTEN	601728	613028	"Glioma susceptibility 2"
chr10	89622870	89731687	PTEN	601728	158350	"Lhermitte-Duclos syndrome"
chr10	89622870	89731687	PTEN	601728	605309	"Macrocephaly/autism syndrome"
chr10	89622870	89731687	PTEN	601728	155600	"Malignant melanoma, somatic"
chr10	89622870	89731687	PTEN	601728	607174	"Meningioma"
chr10	89622870	89731687	PTEN	601728	0	"PTEN hamartoma tumor syndrome"
chr10	89622870	89731687	PTEN	601728	176807	"Prostate cancer, somatic"
chr10	89622870	89731687	PTEN	601728	275355	"Squamous cell carcinoma, head and neck, somatic"
chr10	89622870	89731687	PTEN	601728	276950	"VATER association with macrocephaly and ventriculomegaly"
chr10	23481256	23483181	PTF1A	607194	615935	"Pancreatic agenesis 2"
chr10	23481256	23483181	PTF1A	607194	609069	"Pancreatic and cerebellar agenesis"
chr14	52734431	52743442	PTGDR	604687	607277	"Asthma, susceptibility to, 1"
chr14	52781023	52795324	PTGER2	176804	208550	"Asthma, aspirin-induced, susceptibility to"
chr20	48120411	48184683	PTGIS	601699	145500	"Hypertension, essential"
chr11	13513602	13517728	PTH	168450	146200	"Hypoparathyroidism, autosomal dominant"
chr11	13513602	13517728	PTH	168450	146200	"Hypoparathyroidism, autosomal recessive"
chr3	46919236	46945287	PTH1R	168468	215045	"Chondrodysplasia, Blomstrand type"
chr3	46919236	46945287	PTH1R	168468	600002	"Eiken syndrome"
chr3	46919236	46945287	PTH1R	168468	125350	"Failure of tooth eruption, primary"
chr3	46919236	46945287	PTH1R	168468	156400	"Metaphyseal chondrodysplasia, Murk Jansen type"
chr12	28111017	28125638	PTHLH	168470	613382	"Brachydactyly, type E2"
chr12	28111017	28125638	PTHLH	168470	0	"Humoral hypercalcemia of malignancy"
chr20	49126891	49201299	PTPN1	176885	125853	"Insulin resistance, susceptibility to"
chr12	112856155	112947717	PTPN11	176876	151100	"LEOPARD syndrome 1"
chr12	112856155	112947717	PTPN11	176876	607785	"Leukemia, juvenile myelomonocytic, somatic"
chr12	112856155	112947717	PTPN11	176876	156250	"Metachondromatosis"
chr12	112856155	112947717	PTPN11	176876	163950	"Noonan syndrome 1"
chr7	77166592	77269388	PTPN12	600079	114500	"Colon cancer, somatic"
chr1	214522039	214725792	PTPN14	603155	613611	"Choanal atresia and lymphedema"
chr1	114356433	114414381	PTPN22	600716	222100	"Diabetes, type 1, susceptibility to"
chr1	114356433	114414381	PTPN22	600716	180300	"Rheumatoid arthritis, susceptibility to"
chr1	114356433	114414381	PTPN22	600716	152700	"Systemic lupus erythematosus susceptibility to"
chr1	198607801	198726545	PTPRC	151460	609532	"Hepatitic C virus, susceptibility to"
chr1	198607801	198726545	PTPRC	151460	608971	"Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive"
chr11	48002113	48189670	PTPRJ	600925	114500	"Colon cancer, somatic"
chr12	15475331	15750333	PTPRO	600579	614196	"Nephrotic syndrome, type 6"
chr12	80799774	81072802	PTPRQ	603317	613391	"Deafness, autosomal recessive 84A"
chr7	121513143	121702090	PTPRZ1	176891	600263	"H. pylori infection, susceptibility to"
chr17	40554470	40575535	PTRF	603198	613327	"Lipodystrophy, congenital generalized, type 4"
chr17	57751997	57784987	PTRH2	608625	616263	"Infantile-onset multisystem neurologic, endocrine, and pancreatic disease"
chr11	112097088	112140678	PTS	612719	261640	"Hyperphenylalaninemia, BH4-deficient, A"
chr8	144898514	144912029	PUF60	604819	615583	"Verheij syndrome"
chr5	139487362	139496321	PURA	600473	616158	"Mental retardation, autosomal dominant 31"
chr12	132413745	132428406	PUS1	608109	600462	"Myopathy, lactic acidosis, and sideroblastic anemia 1"
chr2	1635659	1748624	PXDN	605158	269400	"Corneal opacification and other ocular anomalies"
chr12	120648250	120703574	PXN	605158	269400	"Corneal opacification and other ocular anomalies"
chr17	79890260	79900288	PYCR1	179035	612940	"Cutis laxa, autosomal recessive, type IIB"
chr17	79890260	79900288	PYCR1	179035	614438	"Cutis laxa, autosomal recessive, type IIIB"
chr1	226107578	226111978	PYCR2	616406	616420	"Leukodystrophy, hypomyelinating, 10"
chr14	51324609	51411454	PYGL	613741	232700	"Glycogen storage disease VI"
chr11	64513861	64527769	PYGM	608455	232600	"McArdle disease"
chr3	49133365	49142553	QARS	603727	615760	"Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy"
chr4	17461884	17513857	QDPR	612676	261630	"Hyperphenylalaninemia, BH4-deficient, C"
chr10	27793197	27831143	RAB18	602207	614222	"Warburg micro syndrome 3"
chr6	57053607	57087078	RAB23	606144	201000	"Carpenter syndrome"
chr15	55495164	55611311	RAB27A	603868	607624	"Griscelli syndrome, type 2"
chr4	13362978	13485989	RAB28	612994	615374	"Cone-rod dystrophy 18"
chr4	140374386	140397763	RAB33B	605950	615222	"Smith-McCort dysplasia 2"
chrX	154487526	154493874	RAB39B	300774	300271	"Mental retardation, X-linked 72"
chr2	135809835	135933964	RAB3GAP1	602536	600118	"Warburg micro syndrome 1"
chr1	220321635	220445796	RAB3GAP2	609275	212720	"Martsolf syndrome"
chr1	220321635	220445796	RAB3GAP2	609275	614225	"Warburg micro syndrome 2"
chr3	128444965	128533639	RAB7A	602298	600882	"Charcot-Marie-Tooth disease, type 2B"
chr22	37621301	37640488	RAC2	602049	608203	"Neutrophil immunodeficiency syndrome"
chr8	117858174	117887105	RAD21	606462	614701	"Cornelia de Lange syndrome 4"
chr5	131891711	131980313	RAD50	604040	613078	"Nijmegen breakage syndrome-like disorder"
chr15	40986972	41024354	RAD51	179617	114480	"Breast cancer, susceptibility to"
chr15	40986972	41024354	RAD51	179617	614508	"Mirror movements 2"
chr17	56769934	56811703	RAD51C	602774	613399	"Breast-ovarian cancer, familial, susceptibility to, 3"
chr17	56769934	56811703	RAD51C	602774	613390	"Fanconi anemia, complementation group O"
chr17	33426811	33448541	RAD51D	602954	614291	"Breast-ovarian cancer, familial, susceptibility to, 4"
chr8	95384188	95487337	RAD54B	604289	114500	"Colon cancer, somatic"
chr8	95384188	95487337	RAD54B	604289	605027	"Lymphoma, non-Hodgkin, somatic"
chr1	46713360	46744145	RAD54L	603615	0	"Adenocarcinoma, colonic, somatic"
chr1	46713360	46744145	RAD54L	603615	114480	"Breast cancer, invasive ductal"
chr1	46713360	46744145	RAD54L	603615	605027	"Lymphoma, non-Hodgkin, somatic"
